Title,Price,Brand,Size,Link,Likes,Dataid,MarketStatus,SearchDate,Upload_date,Images,SearchCount,Page,Title_norm,Brand_norm,EmbedText,ProductId,VariantId,VariantText,DealScore,DealNotes
FIFA 16,16.45,No brand,0,https://www.vinted.it/items/8274519576-fifa-16?referrer=catalog,0,8274519576,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_00e21_NoAfe1Sc1Xuoa5yWtHWZMJgc/310x430/1772213784.webp?s=bc1626de1078ac2f7b0cfae51850600524fbbf3d,1,2,fifa 16,no brand,fifa 16 | no brand | 0,30,94,fifa 16,,new_variant_created
W2k19,9.1,No brand,0,https://www.vinted.it/items/8279117877-w2k19?referrer=catalog,0,8279117877,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/06_019aa_3HYBexcXkK8XEdGZRAvBVaGB/310x430/1772280792.webp?s=7ef41332bad8c8a088199f32432fd959ae02883f,1,8,w2k19,no brand,w2k19 | no brand | 0,-1,-1,,,unassigned_product
Outbreak collection ps4,73.05,No brand,0,https://www.vinted.it/items/8279114807-outbreak-collection-ps4?referrer=catalog,2,8279114807,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/03_012cf_62LeUgUuurK8ynsLmniqEkr5/310x430/1772280773.webp?s=31758150269fb707658105827e3d5ba48019dc7b,1,8,outbreak collection ps4,no brand,outbreak collection ps4 | no brand | 0,-1,-1,,,unassigned_product
Call of duty Infinite warfare,11.2,No brand,0,https://www.vinted.it/items/8279110544-call-of-duty-infinite-warfare?referrer=catalog,0,8279110544,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/06_011e5_NhBcdRVT1A2XznxyzV5yYxcE/310x430/1772280748.webp?s=2e6b5072b722486790d196e3b90ce8a68f380b7e,1,8,call of duty infinite warfare,no brand,call of duty infinite warfare | no brand | 0,14,139,call of duty infinite warfare,0.6744906902313232,
PES 2021,13.83,No brand,0,https://www.vinted.it/items/8279109323-pes-2021-2019-season-2026-ps4ps5-pen-usb?referrer=catalog,6,8279109323,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/04_00a07_62sF9LbqEBXDd1SnjyS3RSBF/310x430/1772280741.webp?s=c5e32f1f2905554813c5a03c82f173e37f12905c,1,8,pes 2021,no brand,pes 2021 | no brand | 0,4,126,pes 2021,0.0,
Kit Lissage brésilien Urban kératin,16.45,Urban Keratin,0,https://www.vinted.it/items/8279096717-kit-lissage-bresilien-urban-keratin?referrer=catalog,2,8279096717,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_00a57_YFjdhwVbwNhYToqH2D2mcV47/310x430/1772280668.webp?s=eb72e26bfedd52bc1b2d518c349b89fb289f3fb6,1,8,kit lissage bresilien urban keratin,urban keratin,kit lissage bresilien urban keratin | urban keratin | 0,-1,-1,,,unassigned_product
Thrustmaster hotas4 ps5/ps4/pc,147.7,Thrustmaster,0,https://www.vinted.it/items/8279084235-thrustmaster-hotas4-ps5ps4pc?referrer=catalog,0,8279084235,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/01_0205b_HYqUqiXHXE1RnEPrL8ps9WVB/310x430/1772280595.webp?s=8fdef75c369c35ac381d6212016c498ac66b5eb5,1,8,thrustmaster hotas4 ps5 ps4 pc,thrustmaster,thrustmaster hotas4 ps5 ps4 pc | thrustmaster | 0,-1,-1,,,unassigned_product
Uncharted PS4,16.45,No brand,0,https://www.vinted.it/items/8279083295-uncharted-ps4?referrer=catalog,7,8279083295,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_00059_kciqPyBdURfn9Fmhbs7VwVGQ/310x430/1772280589.webp?s=e7b3518472e29f7d04125437ad1f150b9de8e08c,1,8,uncharted ps4,no brand,uncharted ps4 | no brand | 0,62,115,uncharted ps4,0.0,
Fifa 22,9.1,No brand,0,https://www.vinted.it/items/8279082768-fifa-22?referrer=catalog,0,8279082768,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/06_02563_WSe8joxcJVzfh6M3kMCgVygc/310x430/1772280586.webp?s=c8eb49f5696d926049842455eb5c6f037fe9979c,1,8,fifa 22,no brand,fifa 22 | no brand | 0,30,94,fifa 22,0.0,
Fifa20 & Fifa22 per PS4,3.33,No brand,0,https://www.vinted.it/items/8279048449-fifa20-fifa22-per-ps4?referrer=catalog,0,8279048449,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_00a9d_EFBpa2u68hM6ikVJNsuVzcMs/310x430/1772280385.webp?s=960788f3ada595b0af4cd33d1063a3fc56af8bf3,1,8,fifa20 fifa22 per ps4,no brand,fifa20 fifa22 per ps4 | no brand | 0,5,99,fifa20 fifa22 per ps4,0.24864190816879272,very_low_vs_variant_median
Two Point Hospital PS4,9.1,No brand,0,https://www.vinted.it/items/8279043310-two-point-hospital-ps4?referrer=catalog,2,8279043310,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/06_000ba_qjAiMfVr9K6STNSUqPfgrJYz/310x430/1772280355.webp?s=5b3fd2a017e384a00466eb0aa0c19b5aebc5189f,1,8,two point hospital ps4,no brand,two point hospital ps4 | no brand | 0,-1,-1,,,unassigned_product
Gioco play destiny 2,11.2,No brand,0,https://www.vinted.it/items/8279029528-gioco-play-destiny-2?referrer=catalog,0,8279029528,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/06_003cb_BQ4gyF8GA3qji1roTmCfmttK/310x430/1772280274.webp?s=670a7673be46a192767732dfc68e4881607016eb,1,8,gioco play destiny 2,no brand,gioco play destiny 2 | no brand | 0,31,120,gioco play destiny,0.0,
The order 1886,13.3,No brand,0,https://www.vinted.it/items/8279027468-the-order-1886?referrer=catalog,1,8279027468,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/06_0219e_fWTcrKspQBvAfGpxuN6aEdtV/310x430/1772280262.webp?s=c0386833fc9b3358ea4df67ea351ac429ef3478d,1,8,the order 1886,no brand,the order 1886 | no brand | 0,3,158,the order 1886,,
Ride gioco di moto,16.45,No brand,0,https://www.vinted.it/items/8279015612-ride-gioco-di-moto?referrer=catalog,0,8279015612,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/06_02587_6JBHASRKRcNPuaLc2pFT7jWg/310x430/1772280193.webp?s=27bad811158a985bf469ab6d5965719ab14e7f28,1,8,ride gioco di moto,no brand,ride gioco di moto | no brand | 0,-1,-1,,,unassigned_product
Gioco PlayStation 4 riders republic,5.43,No brand,0,https://www.vinted.it/items/8279015544-gioco-playstation-4-riders-republic?referrer=catalog,2,8279015544,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/04_01d2b_jYWvXBQJLneb5NGCFWpWL5Md/310x430/1772280193.webp?s=3138ff403022e5880551d18af0d7b628257b7dd6,1,8,gioco playstation 4 riders republic,no brand,gioco playstation 4 riders republic | no brand | 0,31,120,gioco playstation riders republic,3.706484317779541,
Sticker Play Station,4.9,PlayStation,0,https://www.vinted.it/items/8279014330-sticker-play-station?referrer=catalog,0,8279014330,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_01779_1hQ82zo98QLKfRDq68vjLBMa/310x430/1772280186.webp?s=b9960da307fb56b089d2990422d2c09fff149dd9,1,8,sticker play station,playstation,sticker play station | playstation | 0,-1,-1,,,unassigned_product
Snakebyte - 2 stations de rangement pour jeux PS4/PS5,7.0,Snakebyte,0,https://www.vinted.it/items/8279011844-snakebyte-2-stations-de-rangement-pour-jeux-ps4ps5?referrer=catalog,0,8279011844,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_01b7d_B9Hd8SCSiTQku8zwBYEpfXXH/310x430/1772280171.webp?s=b2cfdaa51b59ceb49e7e3fc0a5d8bbc2bc30378f,1,8,snakebyte 2 stations de rangement pour jeux ps4 ps5,snakebyte,snakebyte 2 stations de rangement pour jeux ps4 ps5 | snakebyte | 0,-1,-1,,,unassigned_product
Call of duty: Modern Warfare,11.2,No brand,0,https://www.vinted.it/items/8279009443-call-of-duty-modern-warfare?referrer=catalog,0,8279009443,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/01_018eb_Gcfq5kburwiTz1bn4nkbfNW8/310x430/1772280157.webp?s=39590f4a2fb66f92a4ab74776c5ba1f52b2aec9d,1,8,call of duty modern warfare,no brand,call of duty modern warfare | no brand | 0,14,139,call of duty modern warfare,0.6744906902313232,
Pack de jeux,15.4,No brand,0,https://www.vinted.it/items/8279002076-pack-de-jeux?referrer=catalog,1,8279002076,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_00886_C2hk6zqYzkKzkxCPwaa1Tn51/310x430/1772280114.webp?s=ccf8f80768b3983d48787746265ad62b21a84aff,1,8,pack de jeux,no brand,pack de jeux | no brand | 0,47,98,pack de jeux,-0.5395925045013428,
Trials fusion,13.3,No brand,0,https://www.vinted.it/items/8278999998-trials-fusion?referrer=catalog,0,8278999998,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/04_009a7_bPt4rot1xeVZQPJWYxeaxdvt/310x430/1772280101.webp?s=c6079cf77180551687dec1564248b41f64160f24,1,8,trials fusion,no brand,trials fusion | no brand | 0,-1,-1,,,unassigned_product
Jeux ps4 Atelier Sophie 2,32.2,No brand,0,https://www.vinted.it/items/8278996301-jeux-ps4-atelier-sophie-2?referrer=catalog,3,8278996301,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/04_00aa6_MYPGL1o1GeHkLrSqe2MQRE4T/310x430/1772280079.webp?s=e165d889d41e7a0e1909f56ea1d51d6702ea53fb,1,8,jeux ps4 atelier sophie 2,no brand,jeux ps4 atelier sophie 2 | no brand | 0,64,96,jeux ps4 atelier sophie,-1.7986421585083008,
Megaman Legacy Collection 2 PS4,35.3,No brand,0,https://www.vinted.it/items/8278992694-megaman-legacy-collection-2-ps4?referrer=catalog,5,8278992694,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_020da_uAXdZouSYn76DdRfpHAqjBa3/310x430/1772280058.webp?s=2a6b01cc3bfeb1480ac9e4b8c5f89a37805735f4,1,8,megaman legacy collection 2 ps4,no brand,megaman legacy collection 2 ps4 | no brand | 0,-1,-1,,,unassigned_product
Jeu PS4 Horizon,8.05,No brand,0,https://www.vinted.it/items/8278987772-jeu-ps4-horizon?referrer=catalog,0,8278987772,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/06_01878_P9Xjr1f1rKPg5ptQDVf4M6fu/310x430/1772280028.webp?s=289c46778e15e21f85d3f2891085c147c92352e1,1,8,jeu ps4 horizon,no brand,jeu ps4 horizon | no brand | 0,62,115,jeu ps4 horizon,1.079185128211975,
Trials rising,11.2,No brand,0,https://www.vinted.it/items/8278986404-trials-rising?referrer=catalog,0,8278986404,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/06_024a7_72zU2pWFDhLRikt9vuWr2CeZ/310x430/1772280020.webp?s=3eebc98f8335015d9fed22de8733c5c0b4936f6d,1,8,trials rising,no brand,trials rising | no brand | 0,-1,-1,,,unassigned_product
Megaman Legacy Collection  PS4,30.05,No brand,0,https://www.vinted.it/items/8278984707-megaman-legacy-collection-ps4?referrer=catalog,4,8278984707,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/06_026f3_5za4bUo5WWmuJhZZdpcZtbN9/310x430/1772280010.webp?s=ed7d65ffe102d2c663aac2341be2243400ff3de7,1,8,megaman legacy collection ps4,no brand,megaman legacy collection ps4 | no brand | 0,-1,-1,,,unassigned_product
No Straight Roads,11.2,No brand,0,https://www.vinted.it/items/8278982856-no-straight-roads?referrer=catalog,0,8278982856,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/01_01ef6_oh4AJ4VcpNrVnL1vg9kisP2M/310x430/1772279999.webp?s=6f37338518da3f1ccf31ba5866ac7f0cd3011ff9,1,8,no straight roads,no brand,no straight roads | no brand | 0,-1,-1,,,unassigned_product
F1 2021 PS4,5.95,No brand,0,https://www.vinted.it/items/8278981552-f1-2021-ps4?referrer=catalog,1,8278981552,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_0055a_oS6E7Tp5KLLqpniRVo21rkdW/310x430/1772279992.webp?s=2f42f78dd6ab7d55f2eb518b90b17efe7503ac7f,1,8,f1 2021 ps4,no brand,f1 2021 ps4 | no brand | 0,4,126,f1 2021 ps4,10.0,very_low_vs_variant_median
controller ps4,26.95,Sony,0,https://www.vinted.it/items/8278912319-controller-ps4?referrer=catalog,0,8278912319,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_02198_sVprYGrYxUJU5nSTgxtcqBbt/310x430/1772279581.webp?s=c8dec92b0879b384e6f2da3a341f6fd04ab27870,1,8,controller ps4,sony,controller ps4 | sony | 0,80,152,controller ps4,0.06853105872869492,
FIFA 21 très bon êtas je le vends j en n’ai plus besoin,21.7,No brand,0,https://www.vinted.it/items/8278979143-fifa-21-tres-bon-etas-je-le-vends-j-en-nai-plus-besoin?referrer=catalog,0,8278979143,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_01bc7_yA6UGmp1nVu5H4rdBv2cxGy3/310x430/1772279977.webp?s=7c6c4a4a3f7e0972f189588503f98769d34a9bc2,1,8,fifa 21 tres bon etas je le vends j en n ai plus besoin,no brand,fifa 21 tres bon etas je le vends j en n ai plus besoin | no brand | 0,-1,-1,,,unassigned_product
Killzone shadow Fall PlayStation Hits neuve avec étiquettes.,16.45,No brand,0,https://www.vinted.it/items/8278972628-killzone-shadow-fall-playstation-hits-neuve-avec-etiquettes?referrer=catalog,2,8278972628,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_02028_VdB3Ejq7RzcqGVHZAmDuWHXm/310x430/1772279939.webp?s=09ba26807f56b2409f01b9a6761aecc9f6f4b4ea,1,8,killzone shadow fall playstation hits neuve avec etiquettes,no brand,killzone shadow fall playstation hits neuve avec etiquettes | no brand | 0,-1,-1,,,unassigned_product
Grand Theft Auto V PS4 🇮🇹,13.29,No brand,0,https://www.vinted.it/items/8278928903-grand-theft-auto-v-ps4?referrer=catalog,4,8278928903,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_02699_MgG3XC7XU9SmGbzADwykiLsH/310x430/1772279680.webp?s=d67ee8258ce7378b190d2ab497c4cc1926e78f3f,1,8,grand theft auto v ps4,no brand,grand theft auto v ps4 | no brand | 0,-1,-1,,,unassigned_product
Juegos Ps4,11.2,No brand,0,https://www.vinted.it/items/8278931861-juegos-ps4?referrer=catalog,0,8278931861,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/03_00669_fjV85RHqMvfG9JsZsW2BbZo5/310x430/1772279698.webp?s=0d8b9adc4120a27f1260ee7e438445ace5074591,1,8,juegos ps4,no brand,juegos ps4 | no brand | 0,64,96,juegos ps4,0.4496605098247528,
Shadow of the Tomb Raider PS4 - Edición Limitada Steelbook,26.95,No brand,0,https://www.vinted.it/items/8278924704-shadow-of-the-tomb-raider-ps4-edicion-limitada-steelbook?referrer=catalog,2,8278924704,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_01541_G7jVMRb4yd34yBiaTXdTrfo6/310x430/1772279655.webp?s=487a636f0ef585aa008865d00ee104fb3b1ac5ce,1,8,shadow of the tomb raider ps4 edicion limitada steelbook,no brand,shadow of the tomb raider ps4 edicion limitada steelbook | no brand | 0,70,147,shadow of the tomb raider ps4 edicion limitada steelbook,-1.592436671257019,
NBA2K22,5.95,No brand,0,https://www.vinted.it/items/8278914150-nba2k22?referrer=catalog,3,8278914150,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/06_0219b_LYrAovc9YGe3ZUnvsBzaxbcw/310x430/1772279592.webp?s=3274dddf9971c04e3bf6aa64a6da3c62ab255d66,1,8,nba2k22,no brand,nba2k22 | no brand | 0,-1,-1,,,unassigned_product
Megaman Battle Network Legacy Collection PS4,46.38,No brand,0,https://www.vinted.it/items/8278911074-megaman-battle-network-legacy-collection-ps4?referrer=catalog,0,8278911074,Sold,28/02/2026 20:35:02,,https://images1.vinted.net/t/05_00f47_NsLhT8sKJoqLMFhqcjq6DnmG/310x430/1772279574.webp?s=f5c78556413b7a9a6b15e2524d304702f1fc2724,1,8,megaman battle network legacy collection ps4,no brand,megaman battle network legacy collection ps4 | no brand | 0,-1,-1,,,unassigned_product
4 stuks Retro Seventies Hippie stijl kussenhoezen ± 45 x 45 cm ( kussenhoes/kussensloop),25.9,No brand,45 x 45 cm,https://www.vinted.it/items/8279961453-4-stuks-retro-seventies-hippie-stijl-kussenhoezen-45-x-45-cm-kussenhoeskussensloop?referrer=catalog,3,8279961453,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/06_010e9_jmys4d87jM4hwTsEkN7mc1U1/310x430/1772285546.webp?s=b02026a80a617f5ce9f884af01568f1ea7b6191b,1,7,4 stuks retro seventies hippie stijl kussenhoezen 45 x 45 cm kussenhoes kussensloop,no brand,4 stuks retro seventies hippie stijl kussenhoezen 45 x 45 cm kussenhoes kussensloop | no brand | 45 x 45 cm,-1,-1,,,unassigned_product
Station de recharge pour 2 manettes,11.2,Subsonic,0,https://www.vinted.it/items/8279948515-station-de-recharge-pour-2-manettes?referrer=catalog,0,8279948515,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/05_00cb0_WUnNqQLb7B5k8mL4v2AHc26D/310x430/1772285475.webp?s=3f689bc8b08716c149d39f84690a342e8d76f291,1,7,station de recharge pour 2 manettes,subsonic,station de recharge pour 2 manettes | subsonic | 0,-1,-1,,,unassigned_product
Tekken 7,15.4,No brand,0,https://www.vinted.it/items/8279946417-tekken-7?referrer=catalog,0,8279946417,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/05_02521_WcyMPwPhkRfSZ8xHHSksgxJF/310x430/1772285464.webp?s=ccf6a07f12e3725618de3e7149bc558090000933,1,7,tekken 7,no brand,tekken 7 | no brand | 0,-1,-1,,,unassigned_product
Metal Gear Solid 4: Guns of the patriots,32.2,No brand,0,https://www.vinted.it/items/8279942411-metal-gear-solid-4-guns-of-the-patriots?referrer=catalog,1,8279942411,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/05_00999_JghDD1QRoeKPpzXJSmduLxKE/310x430/1772285443.webp?s=b844cbc2e31e05a74bfda6bd9f7bc7e47cdac0be,1,7,metal gear solid 4 guns of the patriots,no brand,metal gear solid 4 guns of the patriots | no brand | 0,-1,-1,,,unassigned_product
CD grand turismo,11.2,No brand,0,https://www.vinted.it/items/8279941535-cd-grand-turismo?referrer=catalog,0,8279941535,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/05_01573_YLSvbUtk4yfPy2RoCJjWWCG3/310x430/1772285438.webp?s=c0ad81ce6b53da682eaa1b73380ddf8950e5c66b,1,7,cd grand turismo,no brand,cd grand turismo | no brand | 0,-1,-1,,,unassigned_product
diablo eternal collection ps4,11.2,No brand,0,https://www.vinted.it/items/8279939361-diablo-eternal-collection-ps4?referrer=catalog,6,8279939361,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/01_01741_yducekxEyYV957xqsff9cCjo/310x430/1772285426.webp?s=4f3cde5a59a6e98f910078fa860c2e9a9cc7d1bd,1,7,diablo eternal collection ps4,no brand,diablo eternal collection ps4 | no brand | 0,56,124,diablo eternal collection ps4,-0.6744905710220337,
Pack Jogos PS4,32.2,No brand,0,https://www.vinted.it/items/8279937862-pack-jogos-ps4?referrer=catalog,0,8279937862,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/05_0052e_oPec367M4pY8NgcE4REfm34V/310x430/1772285418.webp?s=b9efcde5ecf0b746466bda1c083bc85f6118b5cf,1,7,pack jogos ps4,no brand,pack jogos ps4 | no brand | 0,64,96,pack jogos ps4,-1.7986421585083008,
PS4!!,95.2,PlayStation,0,https://www.vinted.it/items/8279930604-ps4?referrer=catalog,1,8279930604,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/05_01989_MoVLeSfkekKHiMcm8JfpW1nL/310x430/1772285378.webp?s=9f86ee8b09c95c978ace820f22091dada5246112,1,7,ps4,playstation,ps4 | playstation | 0,81,153,ps4,-1.123981237411499,
Volante ps4/5,37.45,PlayStation,0,https://www.vinted.it/items/8279927594-volante-ps45?referrer=catalog,0,8279927594,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/06_0123f_1iYDnjJPE48MVckUKwtFvGGB/310x430/1772285362.webp?s=099df1f4645cacda20103671701356a2f97d0d4f,1,7,volante ps4 5,playstation,volante ps4 5 | playstation | 0,81,153,volante ps4,0.0,
assassins creed valhalla ps4,9.1,No brand,0,https://www.vinted.it/items/8279922480-assassins-creed-valhalla-ps4?referrer=catalog,1,8279922480,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/06_0153f_rx24VVWGUdpMMsPTMVQxmbuQ/310x430/1772285333.webp?s=b1be84b42faab23a726b507f4c3bde2387667a4e,1,7,assassins creed valhalla ps4,no brand,assassins creed valhalla ps4 | no brand | 0,8,137,assassins creed valhalla ps4,0.44966036081314087,
Need for Speed,11.2,No brand,0,https://www.vinted.it/items/8279920070-need-for-speed?referrer=catalog,0,8279920070,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/04_0007c_mBPXKW5hcQH1gw2sBP1cYtJX/310x430/1772285321.webp?s=36ffe9eb8c41e47d71f027c09f12a13a08902d9f,1,7,need for speed,no brand,need for speed | no brand | 0,57,121,need for speed,-0.6744905710220337,
Jeu Deep Rock Galactic Special Edition Ps5 Neuf Fr,16.45,No brand,0,https://www.vinted.it/items/8279913788-jeu-deep-rock-galactic-special-edition-ps5-neuf-fr?referrer=catalog,0,8279913788,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/01_017d3_9YJ1bSNcXi1jmgWw7fS9bz55/310x430/1772285287.webp?s=989cb20d00f09736d843ab1d6a9cdd34f94bfa44,1,7,jeu deep rock galactic special edition ps5 neuf fr,no brand,jeu deep rock galactic special edition ps5 neuf fr | no brand | 0,-1,-1,,,unassigned_product
CD de ps4 jeu,11.2,No brand,0,https://www.vinted.it/items/8279907882-cd-de-ps4-jeu?referrer=catalog,4,8279907882,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/01_00441_zxqz2sLSdGEDPoUS4z5DQUrp/310x430/1772285254.webp?s=20d5e9044388f7c383d4c6234c77523ca9ee2fac,1,7,cd de ps4 jeu,no brand,cd de ps4 jeu | no brand | 0,62,115,cd de ps4 jeu,0.6744908094406128,
The voice la plus belle voix ps4,11.2,No brand,0,https://www.vinted.it/items/8279905334-the-voice-la-plus-belle-voix-ps4?referrer=catalog,1,8279905334,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/04_0171c_j9vGoY8ajASN9NFQP7o7EMyM/310x430/1772285240.webp?s=ceee1ad6b71b114fa264eff33d93b2f8a4d908ac,1,7,the voice la plus belle voix ps4,no brand,the voice la plus belle voix ps4 | no brand | 0,-1,-1,,,unassigned_product
final fantasy XII the zodiac age ps4,11.2,No brand,0,https://www.vinted.it/items/8279905488-final-fantasy-xii-the-zodiac-age-ps4?referrer=catalog,0,8279905488,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/06_00033_BDvUWR5Cj6bG5tMpDNxma6rU/310x430/1772285241.webp?s=3e85a8aa69eddf9b0075d7ce82f73fc0d8d7b932,1,7,final fantasy xii the zodiac age ps4,no brand,final fantasy xii the zodiac age ps4 | no brand | 0,-1,-1,,,unassigned_product
Devil May Cry HD Collection Ps4,21.7,No brand,0,https://www.vinted.it/items/8279901974-devil-may-cry-hd-collection-ps4?referrer=catalog,3,8279901974,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/05_0020e_gEgoQ6XMjJGBtQzEwwt8YCem/310x430/1772285222.webp?s=e2741f8a5444265bb5bef5ab21d00a8a3b88e179,1,7,devil may cry hd collection ps4,no brand,devil may cry hd collection ps4 | no brand | 0,-1,-1,,,unassigned_product
Call of Duty Black Ops 4,11.2,No brand,0,https://www.vinted.it/items/8279894244-call-of-duty-black-ops-4?referrer=catalog,0,8279894244,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/01_01fa4_GqHBLZqb6i3pbXE27qkqW3fJ/310x430/1772285180.webp?s=89efb93fb42c762192c9bdbe25ef44a578657141,1,7,call of duty black ops 4,no brand,call of duty black ops 4 | no brand | 0,15,100,call of duty black ops,0.28141000866889954,
Jeu Balan Wonderworld Neuf PS4,9.1,No brand,0,https://www.vinted.it/items/8279889244-jeu-balan-wonderworld-neuf-ps4?referrer=catalog,1,8279889244,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/05_02011_gjAwjMLmSpcSZhMgm1F3NDjW/310x430/1772285152.webp?s=57f8a79017fd0d0f9bd4d8ddff65453499eb02b0,1,7,jeu balan wonderworld neuf ps4,no brand,jeu balan wonderworld neuf ps4 | no brand | 0,47,98,jeu balan wonderworld neuf ps4,0.2697961926460266,
Mortal Kombat X Collector,152.95,No brand,0,https://www.vinted.it/items/8279880266-mortal-kombat-x-collector?referrer=catalog,1,8279880266,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/06_00e63_je37Fe8c6FLYidCyjKHgcfGT/310x430/1772285103.webp?s=e05c22a94f37d2e99ccd81090d8bd491adb66a91,1,7,mortal kombat x collector,no brand,mortal kombat x collector | no brand | 0,-1,-1,,,unassigned_product
Romancing Saga 2 (Import Jap),63.7,No brand,0,https://www.vinted.it/items/8279879485-romancing-saga-2-import-jap?referrer=catalog,2,8279879485,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/01_0255c_AnPiGkWEi4aoUqbfZ7Gyeeeq/310x430/1772285099.webp?s=8e6445adbe6b3848641164af634bcb13733d9a67,1,7,romancing saga 2 import jap,no brand,romancing saga 2 import jap | no brand | 0,-1,-1,,,unassigned_product
New Tales From The Borderlands Edition Deluxe Playstation 4 Neuf,11.2,No brand,0,https://www.vinted.it/items/8279877191-new-tales-from-the-borderlands-edition-deluxe-playstation-4-neuf?referrer=catalog,2,8279877191,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/06_025ab_1oEwLepHHRQBENe5iJWcK4tr/310x430/1772285086.webp?s=906660c23f3e0773623073b495611fc49a276bb8,1,7,new tales from the borderlands edition deluxe playstation 4 neuf,no brand,new tales from the borderlands edition deluxe playstation 4 neuf | no brand | 0,-1,-1,,,unassigned_product
PS4 Final Fantasy 7 Remake,16.45,No brand,0,https://www.vinted.it/items/8279879180-ps4-final-fantasy-7-remake?referrer=catalog,0,8279879180,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/01_00710_a9n2cNNKgzrutr3qQZHNK9Ef/310x430/1772285097.webp?s=c33732bf64af7a8dfe30ac74d0086cc8ef8e73f2,1,7,ps4 final fantasy 7 remake,no brand,ps4 final fantasy 7 remake | no brand | 0,27,109,ps4 final fantasy remake,0.44965988397598267,
the outer worlds ps4,9.1,No brand,0,https://www.vinted.it/items/8279878961-the-outer-worlds-ps4?referrer=catalog,10,8279878961,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/05_00183_4sdw6SUeUqoU2a4pT7xEbsXz/310x430/1772285096.webp?s=4789fdf4a91f6941f710945d0f40138f612585c2,1,7,the outer worlds ps4,no brand,the outer worlds ps4 | no brand | 0,63,164,the outer worlds ps4,-0.6744890213012695,
Call of Duty Modern Warfare - PS4,16.45,No brand,0,https://www.vinted.it/items/8279877752-call-of-duty-modern-warfare-ps4?referrer=catalog,0,8279877752,Sold,28/02/2026 20:34:37,,https://images1.vinted.net/t/05_01b3f_sZ3mhYJPyenKrR42SY2iRFcK/310x430/1772285089.webp?s=c627ade16aa04d0dc91c692b6f4aa0a4fce0ee03,1,7,call of duty modern warfare ps4,no brand,call of duty modern warfare ps4 | no brand | 0,14,139,call of duty modern warfare ps4,0.0,
